Imię,Nazwisko,PESEL
WIESŁAW,SOWIŃSKA,05300347431
WACŁAW,BĘBEN,88110735630
ADRIAN,MIELCAREK,62042557656
KRZYSZTOF,NYKIEL,86020704917
BRONISŁAW,PORADA,96090102551
ARKADIUSZ,KOSEK,94032095774
DANIEL,RADZISZEWSKA,55022291071
SYLWIA,BOCIAN,15291037240
JADWIGA,BARTOSIK,06221323382
IVAN,MAJKA,01221491130
PIOTR,MAŃKA,61051911675
KRYSTIAN,ROGALSKI,99060625935
CZESŁAWA,SZCZERBA,54031798481
PIOTR,ŁAKOMA,76052083531
ŁUCJA,POLAK,63020677847
MILENA,BORAWSKA,06220463924
PATRYK,BYKOWSKI,67052213372
STANISŁAWA,MALINOWSKA,10320744043
PAULINA,PRZYBYLSKA,13233057329
ZENON,KUJAWSKA,57030340871
JÓZEFA,GŁADYSZ,79122600643
IZABELA,BALCER,94011630604
EMILIA,FRANKIEWICZ,67041030944
SŁAWOMIR,BOROWIAK,84081738232
NIKOLA,MARCZAK,85121562020
AGNIESZKA,SIEDLECKI,90050558301
MARIAN,KISIEL,03322504115
ROMAN,NOSEK,92082667053
EUGENIA,BINKOWSKA,74122127240
GRZEGORZ,KRYGIER,62041692255
MATEUSZ,SZYSZKA,07323063893
DOMINIKA,BIEL,58110637225
BOGUMIŁA,ŁĄCKI,85100746427
TADEUSZ,WRÓBLEWSKA,09300477275
EDYTA,TOKARCZYK,02272991624
ADRIAN,CIEŚLIK,97101633099
ZBIGNIEW,SKRZYPCZYK,76010756815
EDWARD,WNUK,79082589130
OLGA,KOSSAKOWSKA,77092338007
KAMILA,WIĄCEK,13283115907
JAROSŁAW,CZERNIAK,96021105617
DANUTA,MALEC,73012484627
DOMINIKA,PIÓRKOWSKA,98052481324
WALDEMAR,GÓRALSKI,55100740912
EUGENIUSZ,BIERNACKA,13302474253
NATALIA,GIEMZA,66120824007
LEON,PILARSKA,07241414393
LUCYNA,PANASIUK,51062421766
TADEUSZ,ROGALSKA,57021642193
ANGELIKA,WOJNOWSKA,60050761366
IGOR,SZYSZKA,10213025110
FRANCISZEK,SKORUPA,52112799617
KAROL,SIKORA,05211887374
KACPER,TUSZYŃSKI,18281543152
MIECZYSŁAW,BRODA,11233168791
SŁAWOMIR,BUDNIK,94031400955
WACŁAW,CZAJKOWSKI,66123065179
ADAM,RUDNIK,55112688792
ROMAN,WEBER,76082181713
DOROTA,TWOREK,05272103327
BOŻENA,BIELAK,67122969747
KAMIL,OLEJNICZAK,87011379552
JACEK,STARCZEWSKI,80092727292
ELŻBIETA,LACHOWSKA,77051197588
JUSTYNA,WOŹNICA,05291461440
HENRYKA,ŚWIERCZEK,61082842243
ROMAN,DRÓŻDŻ,91071782818
EMILIA,MAKUCH,68080162388
WŁADYSŁAW,STOKŁOSA,19260314637
GABRIELA,MRÓZ,75110989800
KLAUDIA,KUJAWA,69082441981
BRONISŁAWA,PIECHOWSKI,73061076563
GENOWEFA,ZIENKIEWICZ,68063083123
PATRYCJA,FLOREK,87050884642
JANUSZ,SADKOWSKA,76011413016
MIROSŁAWA,SKIBA,51112784865
IRENEUSZ,CELIŃSKI,80110222176
IRYNA,PAWLIK,04232101805
BOGUMIŁA,DUSZYŃSKI,92011478200
AGNIESZKA,KOSTRZEWSKA,13281539860
STEFAN,MOCZULSKA,15292165977
KAROLINA,KOPKA,72122804802
MICHAŁ,ZALESKI,54122469193
BARTŁOMIEJ,MOMOT,60120802359
DAMIAN,ZAWADKA,14252057190
MARZENA,KĄDZIELA,13210824201
LENA,LEŚNIAK,08302895209
LAURA,KOZAK,09270515405
EDMUND,MRÓWKA,03321217159
JACEK,MAŁOLEPSZY,03280161056
GABRIELA,KARCZEWSKA,61062683943
REGINA,SKIBA,06240745084
HELENA,BODNAR,82061152340
BOGUMIŁA,TARKOWSKI,80030749302
RADOSŁAW,TOMASZEK,66090781856
RENATA,TOCZEK,02282015868
MACIEJ,PYKA,64041010916
KAROL,TERLECKA,77071283818
ŁUKASZ,TRUSZKOWSKA,02232902099
IRYNA,WYSZYŃSKI,80082665607
TETIANA,MĄDRY,02291521567
LEOKADIA,CISZEWSKA,92010921303
MAŁGORZATA,KOTARSKA,11242918787
LENA,SUCHECKA,86101902902
ROZALIA,WICHER,17233009348
SEBASTIAN,KACZYŃSKI,74072916275
DMYTRO,KUCHTA,14320243991
WERONIKA,MOROZ,75111050389
WIKTORIA,KIERZKOWSKA,78081517544
PATRYCJA,STACHOWSKA,58123134362
MONIKA,PAPROCKI,55031440002
IRENEUSZ,KOCIOŁEK,10270690438
MAREK,TOKARZ,51111655199
JOLANTA,STAWICKA,81032080363
MARZENA,KONOPKA,97051854306
SŁAWOMIR,GRABIŃSKA,13212902598
SERHII,TARASIUK,63100141732
ANGELIKA,DRAB,59032487787
STANISŁAW,TOPOLSKI,15311001677
PAULINA,KORYCKI,06210903845
BOGDAN,BARAN,51032168914
CZESŁAW,RYBCZYŃSKI,10252911913
FRANCISZEK,SOBIECKA,53092175372
DAMIAN,BOGDAŃSKI,54083057093
ROBERT,PASEK,16251565993
EDWARD,JAKUBCZAK,59012633254
HUBERT,CICHECKI,11230820311
IRYNA,BROŻEK,07291623622
MIROSŁAW,OSTASZEWSKI,95120111712
JOLANTA,BOROWY,62042919685
STEFANIA,WAJDA,83072968908
IZABELA,WALASZCZYK,51113091162
DOROTA,MATUSZCZAK,81102938642
FRANCISZKA,NAWROT,14220360547
LESZEK,CZAJA,01300597739
FILIP,LACH,16252370873
EUGENIUSZ,KOZIŃSKA,67050327491
MARIANNA,BADOWSKA,89042703207
DARIA,LIPIEC,65102395669
BRONISŁAWA,PANEK,84012102442
KAROLINA,PIECHOCKI,63102263643
KAZIMIERA,PODOLAK,10292506607
PATRYK,POŹNIAK,12291605875
AGNIESZKA,SIERADZKI,91031471482
DANUTA,MAŁEK,65101404201
GRZEGORZ,PIEKARZ,05220482892
LEOKADIA,OLEKSY,90032400727
HELENA,KAWCZYŃSKI,52062055164
KLAUDIA,WOJTASIK,79050364585
DMYTRO,PISKORSKI,64031115252
REGINA,KUPCZAK,85021109189
WŁADYSŁAWA,AUGUSTYNIAK,96120990244
AMELIA,SIEŃKO,66031294324
ALEKSANDRA,SALAMON,04320103429
BOGUMIŁA,MARCZEWSKI,60053057367
EWA,JUSZCZAK,76121015724
WIKTORIA,KOZUB,06210209903
RYSZARD,ŁUKOWSKA,90032787958
ALINA,KAWALEC,60060809609
NIKOLA,MAJ,79032522925
MACIEJ,CISEK,94051210055
ZUZANNA,LIS,85072924609
LEON,PISKORSKA,05251909298
ŁUKASZ,MIELNIK,16241092672
HELENA,PAJĄK,09270590602
URSZULA,MIAZGA,63011343063
WACŁAW,ZAGÓRSKI,79030796896
NATALIIA,PIETRASIK,80091064507
DANIEL,RYSZKA,98071191350
LENA,KRUKOWSKI,65122746504
RYSZARD,KALITA,61070554835
EWELINA,CICHY,06262031729
ANTONI,ZATORSKA,94012768836
ZOFIA,WALCZYK,90113058081
ALINA,POŚPIECH,79060513249
WŁADYSŁAW,WITEK,93112004336
ARKADIUSZ,SOKÓŁ,64032241659
BOLESŁAW,BARAŃSKA,95042438331
SZYMON,LUBIŃSKA,68080209131
JANUSZ,JANAS,69112669770
EMILIA,KUŚMIERCZYK,56070520722
JAROSŁAW,KLIMOWICZ,95092109979
TADEUSZ,STANKIEWICZ,16320688396
BARTOSZ,GĄSIOR,02272452550
MACIEJ,MIŚ,58101148291
ANTONI,AMBROZIAK,06210523850
LENA,ORLIŃSKA,16321434903
WIESŁAW,TURSKA,13280532130
MAKSYMILIAN,GŁUCHOWSKI,05222511833
ANTONI,KUNICKA,69062901111
BARTOSZ,WIERZBOWSKI,58121275111
MARCIN,ROSA,01320832050
TADEUSZ,WOŹNY,55062015590
IWONA,SOŁTYSIAK,95050543940
MARIANNA,ROMAŃCZUK,74122087845
URSZULA,PAWLACZYK,95080209243
REGINA,MALEC,89090210308
STEFAN,KĘDZIERSKA,67082109050
KONRAD,PAWEŁEK,87050239572
ADAM,ZAŁĘSKI,10251175279
DAWID,KONDRACKI,67090259550
STANISŁAWA,DOMAŃSKI,59030647101
JOANNA,LIPIŃSKA,08251720827
DARIA,IGNASIAK,02280835381
MAREK,KOSOWSKA,58022434316
JÓZEFA,MARKOWICZ,50051484722
CZESŁAWA,DAWID,89092303181
ELŻBIETA,ŁAPIŃSKI,98081065649
KACPER,STEFAŃSKI,03322509233
BOLESŁAW,BIAŁY,96043005993
KAMIL,MISZCZAK,52060237654
JANINA,MĄKA,69111672609
ŁUCJA,RACZKOWSKI,11282540104
ZUZANNA,CHYŁA,05222714342
SEBASTIAN,BIENIAS,04280506911
ROZALIA,SĘK,97100302068
PRZEMYSŁAW,FLOREK,96052327536
PATRYCJA,BERNACKI,72012134068
WŁODZIMIERZ,LENART,17310550251
OLIWIER,TUREK,58021074557
MIKOŁAJ,WYSZYŃSKA,55091859534
JUSTYNA,LEJA,00242592927
IZABELA,GAŁĄZKA,09290632902
JERZY,BIAŁY,67022674994
ALEKSANDRA,ZARĘBSKA,06222735803
OLIWIA,KIERZKOWSKI,62081664085
ALINA,ŁUCZAK,72082496004
ALEKSANDRA,BLOCH,84091692108
KINGA,GRUDZIEŃ,85040823105
BOLESŁAW,CABAJ,04240761594
GABRIELA,KOŚCIELNY,85112992087
MICHAŁ,MIKOŁAJEWSKA,89091548633
URSZULA,KRYGIER,58122950965
HELENA,BIELAWSKI,09242567643
ANETA,KULKA,62030367564
MAŁGORZATA,BIŃKOWSKI,56031313600
JACEK,STAWIARSKI,88121661430
HUBERT,MLECZKO,59051419774
KAROLINA,CHOJNACKI,50032823261
AMELIA,KAZIMIERSKA,95050941144
ANGELIKA,ZAJKOWSKI,86101024624
EDMUND,SZPAKOWSKI,17221766978
DAMIAN,PRZYBYŁA,59082993793
PAULINA,KUKLA,18211853081
DARIUSZ,MROZOWSKI,04280362492
MARTYNA,SKWARA,55070935769
ANGELIKA,BOGACKA,13240331308
KAROL,BORUCKI,93052506051
HELENA,SZCZĘCH,85042218806
BOLESŁAW,ŻURAWSKI,74062774573
EUGENIA,LASKA,98070270160
IWONA,KUBIAK,96022700583
AGATA,SUCHECKA,57010209442
MAREK,MAJDA,11321238052
DARIA,MROZIK,01241512204
DAMIAN,ŚLIWIŃSKI,75032449817
WIOLETTA,GRZYWACZ,97061311420
MARCEL,SŁOMIŃSKI,54122182658
IGNACY,ZIÓŁKOWSKI,61011956418
RAFAŁ,FIGURA,85060299898
JÓZEFA,FRANKIEWICZ,18212546669
PATRYCJA,FLIS,83091043549
WŁADYSŁAW,BAŃKOWSKA,14310858976
CZESŁAW,KOMOROWSKA,00293095714
BOGUSŁAW,PNIEWSKA,12212286415
MAŁGORZATA,MIKA,74122959582
STANISŁAW,PRZYBOROWSKI,81070686992
EDWARD,NOWICKI,01281942533
BOLESŁAW,MELNYCHUK,83102123253
AGNIESZKA,SOSNA,18210916820
MIŁOSZ,RUSEK,98010599559
IZABELA,MARCINEK,98041542320
URSZULA,DĘBIŃSKA,95121401641
DAWID,WOJTALA,01300600176
SYLWESTER,KOWALSKA,84050169658
NIKOLA,DWORAK,06311919440
JAKUB,BRZESKA,64030672253
PRZEMYSŁAW,PAWEŁEK,16222185713
ROBERT,KOSAKOWSKI,84121661111
WOJCIECH,PIECUCH,54122260411
MIROSŁAWA,KRAVCHENKO,71051835349
MARIA,DRABIK,74101173820
MARIUSZ,FRYC,63072562470
JOANNA,JASIŃSKI,83022148383
LEOKADIA,KRAUZE,86041309588
DOROTA,BĘDKOWSKI,97031960188
KAZIMIERA,KLESZCZ,86102378708
GABRIELA,MARCINKIEWICZ,55101139724
KLAUDIA,CHLEBOWSKI,74081100845
EUGENIUSZ,MOTYL,89082024339
KONRAD,FRANKOWSKA,97071618719
DANIEL,SOJKA,96111209955
IGNACY,OLCZAK,81060650491
IRYNA,BĘBENEK,71071809643
FRANCISZKA,KOWALSKI,56111036302
MARIANNA,FERENC,15271084226
REGINA,DAWID,57030828281
HENRYK,CZARNY,77113011892
CECYLIA,CABAN,80041050284
MIŁOSZ,OLENDER,50081481975
JANINA,JODŁOWSKA,65072064983
JÓZEF,MOCZULSKI,76062380554
ALEKSANDRA,SZCZEPANEK,52110744183
DANUTA,ZYGMUNT,82070492321
STANISŁAW,ZWIERZCHOWSKI,04251634454
ANDRZEJ,GONTARZ,19222362818
EDMUND,MADEJSKI,90042253111
EUGENIA,ADAMIEC,99112689742
ANIELA,CHOJNOWSKI,59100684049
PATRYCJA,MASTALERZ,96091067846
DOMINIK,WĄSOWSKI,57042194370
MAGDALENA,TRZECIAK,15251212843
BOGDAN,SŁAWIŃSKA,75110422039
IRYNA,NOSAL,10302226323
DANUTA,KOSECKA,17242694023
NATALIIA,BĘDKOWSKI,72092500788
MATEUSZ,LISEK,86011695633
KONRAD,ĆWIK,96012093132
MAŁGORZATA,PRZYBYŁA,03310327401
LUCYNA,SIWEK,99032611360
ALEKSANDER,TOMCZYK,97122744657
IVAN,KALBARCZYK,60042360036
JAROSŁAW,GARBACZ,59091428534
WŁADYSŁAW,GRUSZCZYŃSKA,17222040297
WIKTOR,PANKIEWICZ,85121969193
KACPER,HERMAN,71111902916
MIKOŁAJ,PYTEL,13232545610
ANDRZEJ,CZEKAJ,80072912135
MARIOLA,MURAWSKI,69011590023
TETIANA,CHUDY,07292948463
ALINA,PRZYTUŁA,56050860280
PAWEŁ,SZEWCZYK,78032487597
BRONISŁAW,KOŁEK,76053184750
MIECZYSŁAW,WIELGUS,03242826298
IWONA,KOCHAŃSKI,50022851960
JOANNA,BĄCZKOWSKI,69052311623
WŁADYSŁAW,KRAKOWIAK,72042266274
BEATA,MILLER,88032085381
TOMASZ,ZASADA,73081701551
FRANCISZKA,MROWIEC,80022998888
OLIWIA,TROJAN,80033152044
AGNIESZKA,JÓŹWIK,51010886047
MAJA,WRÓBEL,05240650347
OLIWIA,KOWALSKI,57122748846
ADRIAN,BIAŁEK,03241285652
WIKTORIA,DYRDA,18250372123
ADAM,MALINOWSKA,70120213756
KAZIMIERA,BRODOWSKI,91072557703
GABRIELA,URBAN,87091835580
IWONA,KWAŚNIAK,96062563409
ALEKSANDRA,ŚLUSARCZYK,94010546966
LEOKADIA,MAJKA,71061833188
MILENA,KOŁACZ,98032066804
BARTŁOMIEJ,ŁUKOWSKI,60123046998
JULIA,PACEK,19281704824
WIKTOR,ZAWIŚLAK,08292479199
MAŁGORZATA,JAROCKA,50030429001
ŁUCJA,BRZESKI,74102633204
FRANCISZKA,FRĄTCZAK,82100942648
PAWEŁ,MELLER,84070946398
MIKOŁAJ,WACH,97072568990
JÓZEF,KUBIK,85100674472
ZDZISŁAW,KOŚCIELNIAK,73120995172
SZYMON,FILA,79010566518
WŁODZIMIERZ,SKRZYPCZAK,75101097097
OSKAR,DYBOWSKI,52062236712
SŁAWOMIR,CZARNOTA,61081662154
JULIA,MATEJA,83090665601
VOLODYMYR,PLISZKA,52010152554
AMELIA,ZIOBRO,05221093682
ZYGMUNT,PLEWA,68112196231
DOMINIK,MULARCZYK,02292311613
SYLWIA,PŁACHTA,86112460149
ALICJA,FRANKIEWICZ,07322174543
STEFANIA,CHYLIŃSKA,99051734802
WITOLD,PIKUŁA,00242372378
PAULINA,ZELEK,90121715088
STEFAN,ZADROŻNA,82042864471
IVAN,SAŁEK,63110686773
KACPER,MAGIERA,14262829114
ALICJA,LANGNER,52110263909
WIKTOR,MRUK,00290542110
OLGA,MOŚCICKA,04290117680
DOMINIK,URBANIAK,83033006238
KATARZYNA,STĘPIEŃ,01302503248
ALEKSANDER,ROKICKA,71102366457
MARIAN,TOMCZYK,65122672939
EWA,GUTKOWSKI,16322095644
OLGA,MOCZULSKI,79083079643
WOJCIECH,WITKOWSKA,94102154198
JAKUB,MAJ,98110293258
JUSTYNA,PLUTA,84090315183
PRZEMYSŁAW,KOZIKOWSKA,02321007476
RADOSŁAW,CYBULSKI,58022308017
SERHII,MARCINIAK,76042595073
MAŁGORZATA,CHOJECKA,63031507009
BOŻENA,BARNAŚ,50051440580
JANINA,FILIPOWICZ,19231034980
HANNA,MAZIARZ,15280314822
BRONISŁAW,MACIĄG,13251709633
KINGA,ZAGÓRSKI,92060221903
EDWARD,KOZUB,60042581051
ANDRZEJ,KALEMBA,85120573179
LEON,MROZEK,19302675816
MAŁGORZATA,KOMOROWSKI,92092281681
DOROTA,DRAGAN,64021227284
IWONA,BORYS,67021160108
BOGUSŁAW,MALICKA,13291616616
ANETA,MATUSIK,10210827067
OLIWIA,KAŁUŻA,61062453407
MONIKA,KULESZA,01210600761
CZESŁAWA,OZIMEK,16212099729
LAURA,BIERNAT,65032536345
ZENON,ROMAN,18270625698
WŁODZIMIERZ,GRZESIAK,54010685319
ZOFIA,SZYMKOWIAK,99091506287
BRONISŁAW,MROZOWSKI,73011291358
JULIAN,WOŚ,67030992275
ALINA,PYKA,74012225128
NATALIA,BOREK,03282091124
CECYLIA,WASZKIEWICZ,91010190966
MIROSŁAW,KUBICA,08233080037
ANDRII,SOŁTYS,05241968294
DAMIAN,FABISIAK,71062152077
JULIA,BARTOSZEWSKI,13282622040
KAZIMIERZ,SIEDLECKA,14300314554
MARIOLA,KOWALKOWSKA,18270948469
ZBIGNIEW,CYRAN,82121306953
WŁADYSŁAWA,PISARSKI,80060853460
ZUZANNA,GOŁĘBIEWSKA,07272587167
DOMINIKA,MICHALSKA,06231649201
SEBASTIAN,NADOLSKI,50031129276
JOANNA,STASIAK,66022037927
SYLWIA,KRZEMIŃSKA,81082774948
KAMILA,PIASKOWSKA,66012825828
HALINA,KACPRZYK,77022727745
STEFAN,PŁAZA,19281950256
KAROLINA,URBAN,06291529280
ZYGMUNT,MOKRZYCKA,17251903318
RENATA,KOPKA,69061567125
ANTONINA,MATUSZEWSKI,88011683885
AMELIA,BARTKOWIAK,19301059523
PIOTR,KROK,67081120690
ROZALIA,MICHAŁOWSKI,19242414685
EWELINA,GŁÓD,70051633247
ARKADIUSZ,DOMAŃSKA,90120781253
WITOLD,WOJTOWICZ,77060586812
DAMIAN,MIELEWCZYK,52101224333
OLIWIER,MIELCAREK,71100692691
LESZEK,NGUYỄN,67071624636
ALEKSANDRA,RUMIŃSKI,74040734403
KATARZYNA,BALCER,04221905942
MILENA,JANCZEWSKA,72072576509
LUCYNA,MOSKWA,55041058105
MARIANNA,BYKOWSKI,58031149902
KLAUDIA,ZIEMBA,09242174980
TOMASZ,ZDUNEK,09281658353
SEBASTIAN,BIAŁECKA,09290463090
OSKAR,WALASZCZYK,56112893753
EWA,DĘBOWSKA,62093065281
KAROL,MIKULSKI,50102342971
TOMASZ,BATOR,04231996293
ARKADIUSZ,GROCHOWSKI,14270605717
ALEKSANDER,DĘBICKI,76080439436
MARIAN,WOJEWODA,11320723272
ZUZANNA,MOCZULSKA,04300530087
ZBIGNIEW,ZĄBEK,08221137075
ANETA,DUL,07321707166
DOMINIK,SĘKOWSKI,10222090798
WITOLD,WALASEK,77011631219
KLAUDIA,PAWLIK,96010794929
ARKADIUSZ,GADOMSKI,93122525513
WŁODZIMIERZ,BUCZYŃSKA,88050577655
PATRYCJA,KMIECIK,54083127305
WŁODZIMIERZ,WŁODARCZAK,17221144275
MAREK,JURKOWSKI,68050906837
TOMASZ,MARCZEWSKA,50090480051
JACEK,FRANKIEWICZ,98030739236
WANDA,STRZELCZYK,87121450503
MARCIN,GACEK,67093094116
JAROSŁAW,GRABIEC,83122468239
OSKAR,SUCHECKA,64092764475
DAWID,NIEMCZYK,62110291912
SŁAWOMIR,PATYK,63032193874
DOROTA,CZARNY,74062986800
WIKTORIA,KOTOWSKI,65051624289
WŁODZIMIERZ,CZERSKA,51100818156
SABINA,RĄCZKA,65121400162
FRANCISZEK,SKOWRONEK,90102802796
TETIANA,KOZAK,82030435421
JAN,KOCH,90033030352
BARBARA,KRASOWSKI,16211875764
MARCIN,GOŁDA,13263042010
WŁADYSŁAW,STAWSKI,17262440954
VOLODYMYR,PYTEL,70012741493
JÓZEF,KACPRZAK,10220476071
FRANCISZKA,PAWEŁEK,09250417682
ARKADIUSZ,KOCIOŁEK,13313057177
JADWIGA,WILKOWSKA,86103107060
IVAN,MARCZAK,51051379298
MACIEJ,ŚWISTAK,53042387376
MAKSYMILIAN,GŁOWACKI,52030572895
GENOWEFA,ŁOZIŃSKI,13241043509
BARTŁOMIEJ,SALA,89072354895
LIDIA,ŚLĘZAK,63052473901
MARZENA,ŁADA,94072924069
MARIA,KISZKA,12282434860
MARIUSZ,DZIUBEK,04220200079
LESZEK,SOWIŃSKA,93061643318
PAWEŁ,KASZUBA,68031664976
MARTA,BUDNIK,77012303807
DOMINIKA,NEUMANN,74013149762
ANDRII,WIATR,99012260715
OLGA,KAWA,50021930046
DARIUSZ,STAROSTA,74021697855
MIROSŁAW,KUCZERA,57072933233
MIROSŁAWA,BIELSKI,66090502569
STANISŁAWA,GÓRAL,65041374008
MACIEJ,KRUSZEWSKI,90062674972
JANINA,ZIAJA,52012384021
RYSZARD,SUŁKOWSKA,55111091735
HALINA,MARCZAK,64082568764
JOLANTA,WOJTALA,99020157524
ZOFIA,ZDROJEWSKA,77083117943
OLIWIER,ŁUCZAK,65032519274
MARIUSZ,ZAWADKA,61013098059
WERONIKA,LIPOWSKA,65040845228
ROBERT,BARSZCZ,10250201197
WIESŁAW,STRZAŁKOWSKA,69082296994
LENA,SOJA,50100489245
LESZEK,MICHALCZYK,04292219090
KLAUDIA,KRÓL,86032277687
MACIEJ,JĘDRZEJEWSKI,72080915976
ARTUR,WĄSOWICZ,82041272273
OLEKSANDR,PIWKO,51073058078
ZUZANNA,KASPRZYCKA,72043037608
KONRAD,WACHOWSKI,79041710674
JADWIGA,JARZYNA,85121852387
JULIAN,BALICKA,86012307070
KLAUDIA,TUSZYŃSKA,85061819383
SZYMON,ZIÓŁKOWSKI,03252531371
TETIANA,PIECUCH,54013186121
OLENA,BOJARSKA,07300905587
WITOLD,RATAJCZYK,77100548314
HALINA,CICHOCKI,16242316863
DMYTRO,ŁAGOWSKA,83020883855
KRZYSZTOF,SZAFRAŃSKI,89010762791
OLENA,ROJEK,66012767887
KRYSTIAN,ZAKRZEWSKA,72062459072
AGNIESZKA,STAŃCZYK,66070357761
ELŻBIETA,RYBKA,98100347604
WŁODZIMIERZ,GUZIK,51102509014
ANETA,PORADA,72091914425
GRAŻYNA,MAKUCH,12262446726
ARTUR,WIŚNIEWSKA,94092614333
ANTONI,ŚWINIARSKI,60081258039
DARIUSZ,PRZYTUŁA,62021903753
ELŻBIETA,WINIARSKI,02311780044
RADOSŁAW,JAROSZ,91123026019
WIKTORIA,PIEKARSKI,62051989367
MARCIN,PERKOWSKA,67113067917
LAURA,JANUS,08240799742
DANIEL,MYSZKOWSKI,52012295639
TADEUSZ,SZYMKOWIAK,60120665158
JADWIGA,MOSZCZYŃSKA,78031401208
SYLWIA,WOLNA,63022147360
ANETA,SAGAN,04291309903
MONIKA,DŁUGOSZ,16281153368
RAFAŁ,KOZAK,13301495497
WITOLD,GĄSKA,90090541077
EMILIA,BOCIAN,18270505121
AMELIA,RÓŻYCKI,97052323867
TETIANA,BOCHENEK,61121245167
MAŁGORZATA,LEWIŃSKI,52121637568
BOGUSŁAW,DROZD,55092514191
MARTA,BORUCKA,61120414667
TETIANA,KOZAK,18273171400
JANINA,CEBULA,17311700884
ANETA,BABIŃSKI,78082077348
SZYMON,MATUSZEK,09240806838
CZESŁAW,DOMINIK,03212001991
RADOSŁAW,KOMOROWSKA,57110181574
AGATA,KUCIŃSKI,83071646184
EUGENIA,KOKOT,77061218262
MONIKA,KĄDZIELA,55070307265
EDMUND,KUPCZAK,78080487990
HENRYKA,WŁODARCZAK,08250591543
RYSZARD,ŁUKOMSKI,54010117858
KRZYSZTOF,PRZYBYLAK,64111180730
MARIAN,SŁOMIŃSKA,02310449591
KAMILA,DEPTUŁA,88091895486
PAULINA,BIAŁECKI,82012822504
PAWEŁ,POPIOŁEK,09283159395
OSKAR,LENART,65050117858
CZESŁAW,FRĄTCZAK,11221862238
KLAUDIA,TOKARCZYK,89102237143
MARIANNA,BROŻYNA,57073001849
DARIA,OPALIŃSKA,80051160568
MICHAŁ,TURSKI,92040347757
JOLANTA,WIELGUS,69022772429
MIŁOSZ,KAWKA,63021232957
SYLWIA,SOBCZAK,72051805262
BARBARA,BRZESKA,51032447826
MONIKA,KRUCZEK,82041301728
OSKAR,ROSA,07211866975
DMYTRO,FLIS,09312275070
SYLWIA,KOKOT,10322273068
JAROSŁAW,URBANEK,65011234273
MICHALINA,POLOCZEK,06281170041
ZENON,JAROSIŃSKA,81123117633
JAN,FILIPCZAK,86061958456
HELENA,CABAN,96112260120
SEBASTIAN,BOCZKOWSKI,11232401590
JUSTYNA,KOCUR,87091351921
IZABELA,RESZKA,85122195962
DAWID,NAWROCKI,87062289774
MARTA,MIKUŁA,06250212644
MATEUSZ,DĄBEK,56101704651
MIECZYSŁAW,FILIPEK,85112075036
CECYLIA,SAGAN,19262224600
AGNIESZKA,ROSZKOWSKI,71121363082
EWA,GREGORCZYK,65052679103
TADEUSZ,BARCZAK,56122011875
MARCEL,PĘKALA,62011090791
LUCYNA,ZARZECKA,53031235808
MARCIN,PIEKUT,86112378433
JULIA,WROŃSKA,68120661105
IZABELA,LASEK,18311214548
SEBASTIAN,KOŻUCH,84071535715
DANIEL,PLEWA,70112083873
KATARZYNA,SAŁATA,57071116167
ANGELIKA,BARTOSZEWICZ,77012114302
WIESŁAW,ADAMCZAK,56063045137
KAROL,KASZA,91031205474
MATEUSZ,POPIOŁEK,73102815634
MAKSYMILIAN,FLIS,17210914333
ŁUCJA,JACH,59062314949
RYSZARD,SZYMKOWIAK,79042738912
SERHII,WĄSOWSKI,57072440214
WIKTOR,CHOJNOWSKA,16271184534
JANINA,PORADA,73031355762
MARIANNA,BONIECKI,80122508329
KACPER,GRABARCZYK,85092385370
MATEUSZ,CZAJKA,59081048555
ROZALIA,JÓZEFIAK,18303194207
ZDZISŁAW,MIKOŁAJEWSKI,73062603638
JUSTYNA,ALEKSANDROWICZ,16280369263
ZUZANNA,KLEPACKA,58022224241
NIKOLA,SUROWIEC,13291686440
MIECZYSŁAW,JEDYNAK,99100668258
PATRYK,PUCHALSKA,76101005835
JACEK,MAZUREK,75082624051
HENRYKA,WILCZAK,06271528003
SŁAWOMIR,TOBIASZ,84081461219
JAN,KORCZYŃSKI,62013129374
KRYSTYNA,PIWOŃSKA,81082988949
WIESŁAW,BRODA,58030597911
VOLODYMYR,MROZIK,92051712850
FILIP,LEŚNIAK,07311861911
MIECZYSŁAW,SWOBODA,52042809273
KLAUDIA,KOZŁOWSKI,81031659120
JAROSŁAW,KUNA,51042723033
ALEKSANDER,JAGIEŁŁO,93022640839
CECYLIA,MROZIŃSKI,07250273084
BOGUSŁAW,NOWICKI,54011077131
FRANCISZKA,PONIATOWSKA,08321881304
NATALIIA,MARCHENKO,16302117166
KAMIL,CZUBAK,16310828179
GRAŻYNA,BŁAŻEJEWSKI,11250307142
BOGDAN,PIEKARZ,69120877815
LIDIA,GRABIŃSKI,17252737040
DAMIAN,GACEK,91052586136
NATALIIA,ŚLIWKA,94081305323
ARTUR,KAROLAK,77092412217
ROBERT,MARCHEWKA,79070814433
STANISŁAWA,ŚWITAŁA,53112978444
MARIUSZ,NAPORA,96080528017
MARIOLA,ŁUCZYŃSKA,53051571007
JÓZEFA,GOŁĄB,14280824304
JÓZEF,WOJTKOWSKA,08281862173
DANUTA,WOLNY,89011183726
MARCEL,JANKOWSKA,09321806357
ROZALIA,MARCZYK,01262551725
JÓZEF,KRASUSKI,63012352415
BRONISŁAWA,SKUPIEŃ,75031693903
KRYSTIAN,ŚLUSARCZYK,70020281059
